Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
10/17/2011,CoffsHarbour,15.9,21.9,9.8,5.4,7.5,SSW,44,SW,S,17,31,87,53,1028.4,1028.8,7,7,16.9,20.7,Yes,0,No
10/18/2011,CoffsHarbour,14.6,20.6,0,5.4,2.1,SSW,41,SW,S,20,24,53,54,1033.1,1031,7,7,16.6,20,No,0.6,No
10/19/2011,CoffsHarbour,13.1,21.4,0.6,3,11,WSW,31,WSW,ESE,20,15,60,48,1031.2,1028.6,3,2,18.5,20.9,No,0,No
10/20/2011,CoffsHarbour,10.6,22.4,0,5.4,11.6,E,30,SW,E,6,22,59,62,1029.3,1026,1,7,19.8,22.1,No,0,No
10/21/2011,CoffsHarbour,13.2,23.3,0,3.8,11.8,NE,44,NNW,NE,13,31,64,64,1026.4,1023.2,2,1,21,22.8,No,0,No
10/22/2011,CoffsHarbour,13.4,24,0,5.8,12,NE,46,NNW,NE,20,31,62,60,1025,1022.6,2,2,21.5,22.9,No,0,No
10/23/2011,CoffsHarbour,13.9,23.9,0,5.4,11.4,NE,48,N,NNE,22,35,62,59,1024,1020.6,6,4,21.4,23,No,0,No
10/24/2011,CoffsHarbour,13.9,25.7,0,5.4,12.1,NNE,57,N,NNE,24,43,57,59,1018.5,1013.4,5,6,21.5,23.5,No,0,No
10/25/2011,CoffsHarbour,16.2,29.4,0,7.2,9.4,NE,50,NNW,NE,19,33,50,71,1011.8,1009.4,7,7,24.2,22.9,No,19,Yes
10/26/2011,CoffsHarbour,17.2,19.4,19,3.6,0.6,SW,50,SW,SW,24,28,86,93,1017.7,1017.7,8,8,17.3,16.8,Yes,8.2,Yes
10/27/2011,CoffsHarbour,14.6,20.5,8.2,1.8,0,WSW,37,WSW,SSW,24,15,91,88,1021.2,1019.6,8,8,16.2,18.2,Yes,6.6,Yes
10/28/2011,CoffsHarbour,15.7,23.7,6.6,1.6,4.7,E,26,WSW,E,9,19,78,64,1020,1017,7,6,18.9,21.8,Yes,0,No
10/29/2011,CoffsHarbour,15.3,26.1,0,3.6,9.4,NE,50,N,NNE,17,35,64,68,1013.7,1011.8,1,7,23.7,23.2,No,0,No
10/30/2011,CoffsHarbour,17.7,26.5,0,5,8.2,NNE,39,NE,NE,15,26,74,77,1011.9,1009,2,7,24.2,23.7,No,2.6,Yes
10/31/2011,CoffsHarbour,17.5,22.7,2.6,4.4,10.1,SSW,56,SSW,SSE,35,35,60,57,1018.4,1017.1,3,4,20,21.7,Yes,0,No
11/1/2011,CoffsHarbour,15.3,22.4,0,7,7.9,WSW,33,WSW,SSE,24,17,55,63,1018.7,1015.6,4,5,20.1,20.9,No,0,No
11/2/2011,CoffsHarbour,14.8,24.6,0,5.4,12.3,NNE,41,W,NE,9,30,61,70,1011.4,1007.3,1,5,22.1,24,No,0,No
11/3/2011,CoffsHarbour,17.2,23.4,0,5,7.4,S,37,SSE,E,13,17,70,67,1011,1009.4,4,7,21.7,22.1,No,2.2,Yes
11/4/2011,CoffsHarbour,16.5,22.7,2.2,4.4,0.3,WSW,24,WSW,SE,15,9,83,67,1018.2,1017,7,7,17.9,21.2,Yes,0,No
11/5/2011,CoffsHarbour,15,24.3,0,1.4,10.5,NNE,50,E,NE,11,33,62,61,1020.3,1016.8,5,6,22.5,22.7,No,0,No
11/6/2011,CoffsHarbour,15.7,27.2,0,6.2,10.1,NNE,56,NNW,NNE,11,39,61,57,1015.8,1012.5,2,7,23.9,24.4,No,0,No
11/7/2011,CoffsHarbour,19.5,27.5,0,5.4,4.5,NE,44,NNW,NE,6,31,69,63,1015.3,1013.5,6,5,23.3,24.6,No,0,No
11/8/2011,CoffsHarbour,17.7,27.1,0,4,11.9,NE,56,NE,NNE,17,35,68,58,1016.5,1013.4,0,3,24.5,25.5,No,0,No
11/9/2011,CoffsHarbour,18.9,28.8,0,7,8.6,NNE,46,NE,NE,17,28,69,59,1016.3,1013.7,5,1,24.4,26,No,0,No
11/10/2011,CoffsHarbour,18.3,31.5,0,5,7.7,NE,33,NNW,NE,17,28,46,62,1012.6,1011.8,3,7,28.7,25.6,No,0,No
11/11/2011,CoffsHarbour,18.7,23.7,0,5.2,2.2,SSW,41,S,S,28,24,73,72,1022.6,1021.5,7,7,22,22,No,0,No
11/12/2011,CoffsHarbour,18.4,24.7,0,4.4,5.1,N,43,WSW,NNE,4,26,79,85,1019.8,1015.3,8,7,21.3,21.7,No,0.6,No
11/13/2011,CoffsHarbour,20,24.7,0.6,3,1.8,NNW,46,WSW,WNW,9,6,80,89,1016.6,1014.1,6,7,23.9,22.1,No,14.6,Yes
11/14/2011,CoffsHarbour,18.1,27.3,14.6,2.6,10.9,NE,50,NNE,NNE,19,37,65,68,1012.6,1009.7,0,2,24.2,25.7,Yes,0,No
11/15/2011,CoffsHarbour,17.6,25.1,0,5.2,9,S,35,SSE,SSW,19,26,69,74,1017.3,1017,0,3,23.3,22.7,No,0,No
11/16/2011,CoffsHarbour,18.2,29,0,5,8.1,S,54,NNW,NNE,13,35,58,66,1017,1013.4,7,7,25,27.2,No,0,No
11/17/2011,CoffsHarbour,20.6,24.9,0,5,3.5,SW,28,SSW,ESE,15,15,74,75,1019.8,1016.9,7,7,22.7,24.3,No,0,No
11/18/2011,CoffsHarbour,18.8,27.9,0,3.8,3.8,NNE,37,N,NE,9,28,73,62,1017.9,1014.8,7,7,24,26.7,No,0.2,No
11/19/2011,CoffsHarbour,19.1,28.2,0.2,4,13,NE,57,N,NE,19,39,67,66,1017.5,1013.8,1,1,25.4,25.6,No,0,No
11/20/2011,CoffsHarbour,21,30,0,8,11.9,NE,57,N,NE,35,39,51,58,1014.7,1010.5,1,7,24.9,26.4,No,0,No
11/21/2011,CoffsHarbour,21.2,26.9,0,7.2,10.1,SW,37,SSW,S,24,17,66,77,1015.7,1014,7,1,25.7,25,No,0,No
11/22/2011,CoffsHarbour,20.3,30,0,7,,NNE,57,NNW,NE,28,35,54,60,,1008.4,6,3,25.6,27.1,No,0,No
11/23/2011,CoffsHarbour,18.9,23.6,0,6.8,1.6,SW,48,SSW,SSW,7,19,75,92,1013.1,1013.9,7,8,21.3,20.1,No,56.8,Yes
11/24/2011,CoffsHarbour,17.1,22,56.8,7,0,WSW,41,SW,SSE,22,26,96,90,1020.6,1019.8,8,8,18.2,21.1,Yes,59,Yes
11/25/2011,CoffsHarbour,18,24.4,59,4,0,ENE,44,E,NNE,19,24,92,95,1018.6,1016,8,8,21.8,21.8,Yes,23.8,Yes
11/26/2011,CoffsHarbour,20.9,27.5,23.8,2.6,3.2,NNE,48,NNE,NNE,26,26,76,90,1012.1,1009.7,8,8,23.8,22.7,Yes,0.6,No
11/27/2011,CoffsHarbour,17.9,33.6,0.6,1,13.2,N,37,NW,NW,20,20,51,24,1010.4,1007.2,0,1,27.3,33.3,No,0,No
11/28/2011,CoffsHarbour,19.6,25.9,0,7.2,13.8,SW,39,S,SE,20,13,64,70,1018.2,1017.2,1,1,24.8,25.2,No,0.2,No
11/29/2011,CoffsHarbour,21.5,27.2,0.2,6.4,7.2,NE,43,NNE,NE,15,30,78,78,1019.1,1017.1,7,6,25.6,25.6,No,0,No
11/30/2011,CoffsHarbour,21.2,27.6,0,4.8,11.2,NNE,56,N,NNE,15,39,64,65,1016.8,1012.9,7,7,25.7,26.2,No,0,No
12/1/2011,CoffsHarbour,19.6,20.1,0,7.4,0,SSW,61,SSW,SW,33,33,78,91,1015,1016.8,8,8,19.9,16.2,No,5.4,Yes
12/2/2011,CoffsHarbour,15.6,23.2,5.4,2.2,8.6,SSW,52,SW,S,35,31,56,46,1018.3,1017.7,3,6,19.9,21.9,Yes,0.4,No
12/3/2011,CoffsHarbour,14.9,22.3,0.4,6.8,7.4,SW,39,SW,E,19,15,56,61,1019.6,1017.2,3,7,20.3,21,No,0,No
12/4/2011,CoffsHarbour,13.3,25.2,0,5.4,12.7,NE,41,SSE,NE,13,31,59,60,1014.8,1010.8,1,1,22,24.5,No,2.4,Yes
12/5/2011,CoffsHarbour,14.9,19.6,2.4,6.4,0.7,SSW,50,SW,S,28,28,58,64,1018.7,1016.8,7,8,17,18.1,Yes,0.6,No
12/6/2011,CoffsHarbour,15.2,20.2,0.6,4.4,0,SSW,39,SW,S,22,17,65,52,1018,1015.9,8,8,16.6,19.5,No,0.6,No
12/7/2011,CoffsHarbour,13.1,22.8,0.6,2.4,0,E,37,WSW,WSW,19,13,80,89,1014,1012.4,8,8,16.6,17.9,No,42.6,Yes
12/8/2011,CoffsHarbour,16.6,24.4,42.6,0.4,8.6,ENE,35,ESE,SSE,19,20,59,58,1011.8,1010.6,7,7,22.7,22.8,Yes,0,No
12/9/2011,CoffsHarbour,16.6,24,0,5.4,7.6,WSW,28,WSW,SSE,15,19,68,63,1013.7,1012.4,1,7,21.8,22.8,No,0,No
12/10/2011,CoffsHarbour,18.1,23.1,0,5.6,0,SW,15,W,,6,0,74,89,1011.3,1008.4,7,8,20.8,19.3,No,3.4,Yes
12/11/2011,CoffsHarbour,16.6,25.3,3.4,1.6,6.9,N,54,SSE,NNE,9,19,71,89,1005.1,1002.1,4,7,22.7,22.1,Yes,70.8,Yes
12/12/2011,CoffsHarbour,18.8,24.7,70.8,,1.7,SSW,56,SW,S,19,28,89,74,1002.5,1000.7,7,7,20.5,24.2,Yes,4.8,Yes
12/13/2011,CoffsHarbour,14.9,24,4.8,2.6,9,S,35,SSE,SSE,15,24,75,67,1006.2,1006.5,1,4,21.6,23.3,Yes,0,No
12/14/2011,CoffsHarbour,17.5,23.6,0,6.2,5.7,S,35,SSW,SSE,20,24,57,63,1013.9,1013.9,6,7,20.6,21.6,No,2.6,Yes
12/15/2011,CoffsHarbour,15.6,22.4,2.6,5.8,1.1,SW,33,SW,SSE,19,20,66,58,1018.3,1016.9,7,7,19.3,21,Yes,0,No
12/16/2011,CoffsHarbour,16,24.2,0,4,9.5,SSE,35,SSW,SSE,17,26,52,52,1019.5,1018.9,1,3,21.6,22.8,No,0,No
12/17/2011,CoffsHarbour,16.1,23.7,0,6.6,10,S,37,SSW,SSE,20,24,56,53,1021.4,1020.1,3,1,21.3,23.1,No,0,No
12/18/2011,CoffsHarbour,13.4,23.8,0,7.4,8.4,NE,31,SSW,NE,13,19,55,68,1019.7,1016.9,5,6,21.3,22.5,No,0,No
12/19/2011,CoffsHarbour,16.6,27.2,0,5.2,8.1,NNE,54,N,NNE,17,43,55,62,1014.3,1010.4,6,7,23.4,24.2,No,0,No
12/20/2011,CoffsHarbour,19.6,27.5,0,5.2,7.8,SSE,46,NNE,SSE,7,22,66,67,1011.2,1012.1,1,7,24.9,25.6,No,0.6,No
12/21/2011,CoffsHarbour,19.7,25.9,0.6,5.2,7.3,S,37,SW,SE,22,19,66,63,1016.5,1015.6,1,7,22.4,25.1,No,13.8,Yes
12/22/2011,CoffsHarbour,19.3,24.8,13.8,6.2,4.7,S,26,SW,ESE,11,13,93,72,1017.4,1015.2,8,6,20.4,24.1,Yes,0.8,No
12/23/2011,CoffsHarbour,17.9,26.4,0.8,3.6,4.7,E,30,NW,ENE,9,22,89,67,1014.2,1012,7,3,21.4,25.9,No,5,Yes
12/24/2011,CoffsHarbour,19,26,5,5.6,8.2,SW,31,WSW,ESE,15,20,93,71,1012.4,1011.2,7,4,20.7,25.4,Yes,7.2,Yes
12/25/2011,CoffsHarbour,17.7,26.1,7.2,5.2,10.9,SSW,28,SW,SSE,17,19,83,58,1011.6,1010.2,7,3,21.7,25.4,Yes,0,No
12/26/2011,CoffsHarbour,16.4,25.9,0,6.6,11.4,E,26,SE,E,11,19,57,61,1007.5,1005.5,1,4,24.3,25.6,No,0,No
12/27/2011,CoffsHarbour,19.6,27.7,0,5.8,10.4,SSW,72,SW,S,20,41,73,62,1005.3,1004.6,5,3,24.1,25.7,No,1,No
12/28/2011,CoffsHarbour,17.6,25.8,1,8.2,10.1,S,56,SSW,S,28,35,62,59,1009.7,1008,7,2,20.7,25.1,No,0,No
12/29/2011,CoffsHarbour,18.1,25.5,0,7.8,10,S,57,SSW,S,30,35,60,55,1011.5,1011.9,3,3,22.2,24.6,No,0,No
12/30/2011,CoffsHarbour,17.8,25.9,0,8,11.9,S,44,SW,SSE,30,28,57,49,1016.3,1016.5,4,1,21.7,24.9,No,8.8,Yes
12/31/2011,CoffsHarbour,17.1,24.4,8.8,8,1.4,SSE,37,WSW,SSE,17,20,95,53,1018.5,1017.2,8,5,18.1,23.5,Yes,1.2,Yes
1/1/2012,CoffsHarbour,16.9,25.4,1.2,3,11.8,WSW,26,SW,ESE,15,17,56,56,1017.3,1015.9,6,1,22.1,24.1,Yes,0,No
1/2/2012,CoffsHarbour,15.7,25.8,0,6.4,11.6,E,31,N,E,9,20,57,47,1018.7,1017.3,6,1,23.2,24.7,No,0,No
1/3/2012,CoffsHarbour,17,26.3,0,7,12.3,NE,44,N,NE,13,31,56,58,1019.4,1017.2,1,1,24.3,25.3,No,0,No
1/4/2012,CoffsHarbour,19.6,28.6,0,7.4,10,NE,56,NNW,NNE,24,39,56,57,1015.9,1011.6,1,1,24.9,26.5,No,0.6,No
1/5/2012,CoffsHarbour,21.3,26.5,0.6,7.6,6.4,NNE,31,S,ENE,9,17,76,70,1016.1,1014.2,6,7,24.6,24.8,No,0,No
1/6/2012,CoffsHarbour,18.4,27.6,0,5,10.6,SSW,56,N,S,7,30,60,67,1011.5,1012.4,1,6,25.3,25.9,No,0,No
1/7/2012,CoffsHarbour,18.3,26.1,0,7.6,9,SW,28,SW,E,15,15,61,63,1015.6,1013.1,3,7,22.9,24.7,No,0,No
1/8/2012,CoffsHarbour,21.4,29.2,0,5.8,12.8,NNE,61,N,NE,19,43,64,64,1010.8,1006.6,1,4,26,27.8,No,2,Yes
1/9/2012,CoffsHarbour,23.5,30.8,2,7.2,6.1,SSW,41,SSW,SE,7,13,94,74,1004.9,1004,8,2,24.2,28.1,Yes,2.6,Yes
1/10/2012,CoffsHarbour,21.1,27.7,2.6,4.2,9.6,NE,30,ESE,NE,7,22,60,56,1009.8,1007,5,5,26.5,26.9,Yes,0,No
1/11/2012,CoffsHarbour,19.5,31.8,0,6.6,9.1,SSW,48,WNW,NE,11,17,63,34,1006.7,1001.6,5,5,24.5,29.5,No,0,No
1/12/2012,CoffsHarbour,17,24.6,0,8,12.3,SSW,63,SSW,SSE,30,30,36,49,1013.5,1013.2,1,1,20.7,24,No,0.4,No
1/13/2012,CoffsHarbour,15.7,25.2,0.4,8.8,9.8,E,31,WSW,E,15,20,53,56,1017.2,1014.4,6,7,21.4,24.3,No,0,No
1/14/2012,CoffsHarbour,17.8,26.7,0,7,4.2,NE,41,NNW,NNE,22,26,52,68,1014.9,1014,5,7,24.6,23.2,No,0,No
1/15/2012,CoffsHarbour,18,25.2,0,4,1.5,NNE,39,SSW,NNW,13,11,67,91,1016.7,1016.7,7,8,22.8,20.3,No,11.6,Yes
1/16/2012,CoffsHarbour,18.5,25.8,11.6,2,8.4,ESE,48,ESE,SE,24,28,58,63,1020.4,1019.6,5,5,24.2,23.9,Yes,10.4,Yes
1/17/2012,CoffsHarbour,19.3,25,10.4,6,1.4,ENE,50,SE,E,28,28,87,90,1020.3,1018.3,7,8,22.1,21.6,Yes,62.4,Yes
1/18/2012,CoffsHarbour,20,26.6,62.4,4.9,9,SSW,33,SSW,S,20,22,88,77,1014.4,1012.9,6,1,22.1,25.6,Yes,0,No
1/19/2012,CoffsHarbour,21,27.7,0,7,11.3,SSE,37,SW,SSE,20,26,72,72,1014.3,1014.4,3,4,25.7,27.2,No,0.6,No
1/20/2012,CoffsHarbour,20.4,27.5,0.6,7.2,11.2,S,41,SW,SSE,26,20,75,66,1015.3,1013.9,7,2,23.5,26.6,No,0,No
1/21/2012,CoffsHarbour,19.9,27.2,0,5.2,7.4,S,33,SW,SSE,20,17,72,65,1013.7,1012.9,7,7,23.9,25.9,No,0,No
1/22/2012,CoffsHarbour,19.7,26.4,0,5,5.4,S,50,SW,S,28,31,66,72,1016.3,1015.8,7,7,23,25.5,No,28,Yes
1/23/2012,CoffsHarbour,20,24.4,28,5.2,0.2,SE,52,SSE,SE,35,30,89,87,1017.8,1016.5,8,8,20.6,22.5,Yes,12,Yes
1/24/2012,CoffsHarbour,20.6,25.8,12,3,0.1,ENE,43,S,NE,7,20,90,80,1014.8,1013.6,8,8,23.3,23,Yes,31.6,Yes
1/25/2012,CoffsHarbour,21.3,23.5,31.6,2.8,0.1,E,57,ENE,NE,26,30,90,93,1011.9,1009.9,8,8,23.3,22.1,Yes,61.2,Yes
1/26/2012,CoffsHarbour,20,24,61.2,,0,ENE,54,ESE,E,26,17,96,92,1010.3,1010.6,8,8,22.1,22.5,Yes,112,Yes
1/27/2012,CoffsHarbour,21.1,25.3,112,3.6,0,ENE,37,E,ESE,22,13,90,79,1014.5,1013.5,8,8,22.1,25,Yes,11,Yes
1/28/2012,CoffsHarbour,20.4,25,11,2,0,E,28,ESE,NE,17,13,90,76,1014.2,1012,8,8,21.5,24,Yes,6.2,Yes
1/29/2012,CoffsHarbour,19.9,26.1,6.2,2.2,1.1,NE,43,W,N,4,19,96,74,1011.3,1009.2,7,7,21.4,25.2,Yes,3.8,Yes
1/30/2012,CoffsHarbour,21.4,26.8,3.8,2.8,0,NNE,54,NNE,NNE,22,26,81,79,1008.5,1005.9,8,7,24.1,24.8,Yes,0.2,No
1/31/2012,CoffsHarbour,23.2,30.8,0.2,2,5.5,NE,48,N,NE,24,26,73,73,1005.8,1003.6,3,6,26.6,26.9,No,153.2,Yes
2/1/2012,CoffsHarbour,19.7,23.3,153.2,,0.1,SW,54,SW,WSW,30,31,91,83,1009.5,1007.3,8,7,20.3,22.4,Yes,19.2,Yes
2/2/2012,CoffsHarbour,19.6,26.7,19.2,1.6,9.8,NE,35,WSW,NE,9,22,86,65,1007.5,1005.9,5,3,22.8,25.7,Yes,0.8,No
2/3/2012,CoffsHarbour,18.7,25.2,0.8,5.2,3,E,20,SSE,SE,9,11,75,69,1005.8,1003.9,7,8,22.7,25,No,0,No
2/4/2012,CoffsHarbour,17.3,26.9,0,2,10.7,ESE,20,SSW,E,7,13,72,69,1004.3,1002.2,1,4,23.6,25.6,No,0.2,No
2/5/2012,CoffsHarbour,17.6,26.8,0.2,5.4,11.3,SSE,24,SW,ESE,13,15,71,67,1003.1,1000.9,1,1,24.1,26.2,No,0,No
2/6/2012,CoffsHarbour,18.6,28,0,6.6,10.7,SSW,26,SE,ESE,7,13,73,66,1000.3,1000,0,1,24.9,27.2,No,1.4,Yes
2/7/2012,CoffsHarbour,22.6,27.5,1.4,4.2,7.5,S,41,SW,SSW,11,19,77,75,1004.5,1005.6,5,4,25.6,26.8,Yes,12.8,Yes
2/8/2012,CoffsHarbour,20,27.1,12.8,6.2,6.5,S,41,SW,S,20,24,88,75,1008,1007.3,7,7,21.1,25.1,Yes,14.4,Yes
2/9/2012,CoffsHarbour,20.1,26.6,14.4,5.2,9.3,SSW,35,SW,SSE,22,22,75,65,1011.6,1010.9,2,6,23.1,24.7,Yes,0.2,No
2/10/2012,CoffsHarbour,18,26,0.2,7,9.2,E,30,SW,ENE,4,20,69,63,1012.6,1010.7,2,5,23.1,24.2,No,3.8,Yes
2/11/2012,CoffsHarbour,19.7,28.2,3.8,4.4,5,S,61,N,NE,15,33,95,70,1011.9,1007,7,3,20.4,26.9,Yes,18,Yes
2/12/2012,CoffsHarbour,18.1,26.7,18,4.2,9.1,NNE,98,WSW,SE,15,19,71,78,1014.3,1012.8,4,5,24.3,25.4,Yes,45.2,Yes
2/13/2012,CoffsHarbour,18.7,26.6,45.2,9.6,7.2,SSW,56,SW,SE,11,9,90,76,1016.5,1014.6,5,6,22.6,24.9,Yes,0.2,No
2/14/2012,CoffsHarbour,17.8,25.8,0.2,5.6,11.9,SSW,35,SW,SSE,24,24,72,60,1019.5,1018,3,2,22.6,25.2,No,0.4,No
2/15/2012,CoffsHarbour,19.2,26.4,0.4,5.6,10.2,S,30,SW,SSE,19,19,72,59,1019.7,1018.4,3,2,23,25.7,No,0,No
2/16/2012,CoffsHarbour,17.2,25.8,0,6,11.4,SSE,26,WSW,ESE,15,15,68,53,1019.6,1018.5,2,2,23,24.9,No,0.4,No
2/17/2012,CoffsHarbour,17.2,26.3,0.4,5.6,11,E,30,W,E,7,19,71,60,1018.4,1015.9,3,4,23,25.9,No,0,No
2/18/2012,CoffsHarbour,16.7,27.4,0,5,10.3,E,30,WNW,E,6,17,68,57,1017.5,1015.3,1,1,23.8,26.6,No,0,No
2/19/2012,CoffsHarbour,17.2,27.2,0,7,10.1,ESE,22,SW,ESE,7,15,77,71,1017.6,1015,7,2,22.3,25.9,No,0,No
2/20/2012,CoffsHarbour,20.6,28.9,0,4.4,9.8,SSE,50,SW,NE,9,26,72,71,1011.6,1008.4,7,5,25.6,27.8,No,40.4,Yes
2/21/2012,CoffsHarbour,21,27.6,40.4,9.4,6,S,50,NW,S,15,30,85,84,1006.9,1007.8,7,7,22.3,23.4,Yes,0.4,No
2/22/2012,CoffsHarbour,19.8,25.9,0.4,5,6.5,SW,30,SW,ESE,13,11,68,66,1014.2,1013.6,6,7,22.6,25,No,0,No
2/23/2012,CoffsHarbour,19.4,25.9,0,4,8.9,SW,26,WSW,SE,15,13,82,70,1019.5,1018.9,6,2,21.8,25.7,No,0,No
2/24/2012,CoffsHarbour,17.6,26.5,0,5,9.4,SSE,30,WSW,SSE,15,22,77,63,1021.7,1022.2,4,2,23,26,No,0.4,No
2/25/2012,CoffsHarbour,19.3,27.4,0.4,5.8,5.9,ESE,26,SW,E,13,17,74,63,1022.9,1021.7,6,7,23.9,26.1,No,0.2,No
2/26/2012,CoffsHarbour,19.6,27.4,0.2,4.2,6.5,NNE,35,NW,NE,11,17,76,61,1022.3,1019.8,7,7,23.6,25.6,No,0,No
2/27/2012,CoffsHarbour,18.9,27.4,0,5.7,4.9,NNE,43,NNE,NNE,17,31,72,68,1019.4,1017.3,7,8,25.1,27.1,No,0,No
2/28/2012,CoffsHarbour,21.4,30.2,0,2.6,11,NNE,56,NNW,NNE,19,37,70,64,1016.6,1013.3,6,5,25.8,27.3,No,0,No
2/29/2012,CoffsHarbour,20.3,30.9,0,6.2,10.6,NNE,33,SSE,NE,4,15,62,63,1012.6,1010.4,5,4,26.5,28.5,No,0,No
3/1/2012,CoffsHarbour,19.8,30.1,0,4.6,9.5,NE,52,,NE,0,31,70,57,1009.7,1005.4,1,6,25.6,28.8,No,0,No
3/2/2012,CoffsHarbour,19.9,25.5,0,7.2,4.5,S,48,SSW,S,26,33,83,77,1009.9,1011,3,7,22.3,23.6,No,20.8,Yes
3/3/2012,CoffsHarbour,19,22.8,20.8,4.8,0.9,SE,39,SW,W,13,9,96,92,1019,1017,8,8,19.3,21,Yes,4.4,Yes
3/4/2012,CoffsHarbour,19.3,26.5,4.4,0.2,2.8,N,35,N,NE,9,17,95,78,1016.6,1013.9,8,7,22.4,25.6,Yes,0.4,No
3/5/2012,CoffsHarbour,22.4,30.5,0.4,2.2,6.6,SSE,50,NNW,NNE,17,31,71,75,1012,1009.9,6,6,26.2,27.2,No,5.8,Yes
3/6/2012,CoffsHarbour,18.7,23.3,5.8,5,0.9,S,54,SW,SSW,26,26,84,69,1015.6,1013.9,8,8,19.8,23,Yes,3.8,Yes
3/7/2012,CoffsHarbour,17.9,24.3,3.8,2.4,9.1,SSW,54,SW,S,28,31,70,63,1013.8,1011.4,5,5,20.9,22.7,Yes,0,No
3/8/2012,CoffsHarbour,13.4,26.8,0,5.4,11.3,NE,50,N,NE,7,33,59,58,1010.8,1007,1,3,20.4,25.5,No,0,No
3/9/2012,CoffsHarbour,14.3,27.2,0,4.8,11.7,SW,28,SW,E,11,17,67,46,1010.6,1008.2,0,1,21.3,26,No,0,No
3/10/2012,CoffsHarbour,14.6,27,0,5.8,10.9,S,30,SW,SSE,13,20,61,57,1012.7,1012.6,1,1,22.1,26.4,No,10.2,Yes
3/11/2012,CoffsHarbour,19.6,25.3,10.2,6,6.4,S,28,WSW,SE,11,15,92,60,1017.9,1016.6,6,5,20.6,25,Yes,0,No
3/12/2012,CoffsHarbour,17.7,22.2,0,4,0.7,SSE,22,SW,WNW,13,9,81,86,1019.1,1019.8,6,8,20.8,21.6,No,8.2,Yes
3/13/2012,CoffsHarbour,17.1,26.5,8.2,1.8,7.9,ENE,24,SW,E,9,17,79,55,1021.9,,5,7,21.3,25.7,Yes,12.8,Yes
3/14/2012,CoffsHarbour,18,25.4,12.8,3,5.5,NNE,26,W,E,7,9,88,68,1020.9,1018.4,7,8,21.2,24.6,Yes,1.6,Yes
3/15/2012,CoffsHarbour,19,23.9,1.6,3.2,0.4,N,28,,NW,0,11,90,95,1017.9,1015.7,7,8,21.9,20.8,Yes,17.4,Yes
3/16/2012,CoffsHarbour,19.3,26.9,17.4,1.4,10.2,NE,33,NW,ENE,13,22,77,58,1015.2,1012.6,1,1,23.9,26,Yes,0,No
3/17/2012,CoffsHarbour,19.8,27.3,0,5.2,1.5,SSW,44,NNW,S,11,17,76,72,1013.2,1012.4,7,8,23.8,25.4,No,0.4,No
3/18/2012,CoffsHarbour,20.2,25.3,0.4,2.4,7.7,S,63,SW,SSW,35,39,68,49,1018.2,1017.3,6,3,21,24.6,No,6.2,Yes
3/19/2012,CoffsHarbour,17.3,25,6.2,6.2,5.2,SSE,57,SW,SSE,30,35,71,88,1018.2,1016.2,3,6,21,22.4,Yes,11.2,Yes
3/20/2012,CoffsHarbour,20.5,26.2,11.2,3.4,7.1,ESE,43,SE,E,20,20,75,71,1017.1,1014.3,7,5,23.5,24.8,Yes,9.6,Yes
3/21/2012,CoffsHarbour,19.5,23.3,9.6,4,0.4,E,30,WNW,NE,9,9,92,75,1011.2,1007.6,8,7,20.7,23.2,Yes,2.6,Yes
3/22/2012,CoffsHarbour,19.5,25.2,2.6,2.2,0.7,SW,26,NW,ESE,13,11,77,67,1007.4,1007.2,7,7,23,24.9,Yes,0.6,No
3/23/2012,CoffsHarbour,19.4,28.4,0.6,1.6,9.1,NNE,30,NNW,NE,6,17,74,60,1004.7,1001.2,3,1,22.8,27.3,No,0,No
3/24/2012,CoffsHarbour,16,23.3,0,6,9.8,S,35,SW,SE,19,20,54,43,1012.1,1012.1,1,1,19.3,22.6,No,0,No
3/25/2012,CoffsHarbour,17.4,24.9,0,6,8.8,SE,28,SW,SE,15,13,63,57,1020.4,1019.9,5,4,20.6,23.2,No,16.8,Yes
3/26/2012,CoffsHarbour,17.4,24,16.8,3.8,6,SSE,19,W,SE,11,9,96,55,1023.6,1021.5,8,4,17.8,23.5,Yes,1,No
3/27/2012,CoffsHarbour,14.9,24.9,1,1.6,8.3,E,37,WSW,ESE,6,13,91,61,1023.3,1021.5,3,3,17,24.2,No,3.4,Yes
3/28/2012,CoffsHarbour,17,24.7,3.4,5.2,3,SSE,35,SSW,SE,6,20,94,65,1023.5,1020.2,8,7,17.8,23,Yes,0.4,No
3/29/2012,CoffsHarbour,14.3,24.7,0.4,1.8,9.6,SSE,20,WSW,ESE,9,15,81,59,1019.7,1016.8,1,1,19.8,24,No,0,No
3/30/2012,CoffsHarbour,16,25,0,3.6,9,SW,33,WSW,SE,11,17,77,65,1017.7,1015.5,2,3,21.2,24,No,4.4,Yes
3/31/2012,CoffsHarbour,16.1,25,4.4,4.4,10.7,SW,33,SW,SE,17,24,80,72,1017.5,1016.3,1,5,20,23.5,Yes,0,No
